WBS2;WBS3;ACTIVIDAD;Area;Codigo WBS3;2025-02-17T00:00:00Z/2025-02-23T23:59:59Z;2025-02-24T00:00:00Z/2025-03-02T23:59:59Z;2025-03-03T00:00:00Z/2025-03-09T23:59:59Z;2025-03-10T00:00:00Z/2025-03-16T23:59:59Z;2025-03-17T00:00:00Z/2025-03-23T23:59:59Z;2025-03-24T00:00:00Z/2025-03-30T23:59:59Z;2025-03-31T00:00:00Z/2025-04-06T23:59:59Z;2025-04-07T00:00:00Z/2025-04-13T23:59:59Z;2025-04-14T00:00:00Z/2025-04-20T23:59:59Z;2025-04-21T00:00:00Z/2025-04-27T23:59:59Z;2025-04-28T00:00:00Z/2025-05-04T23:59:59Z;2025-05-05T00:00:00Z/2025-05-11T23:59:59Z;2025-05-12T00:00:00Z/2025-05-18T23:59:59Z;2025-05-19T00:00:00Z/2025-05-25T23:59:59Z;2025-05-26T00:00:00Z/2025-06-01T23:59:59Z;2025-06-02T00:00:00Z/2025-06-08T23:59:59Z;2025-06-09T00:00:00Z/2025-06-15T23:59:59Z;2025-06-16T00:00:00Z/2025-06-22T23:59:59Z;2025-06-23T00:00:00Z/2025-06-29T23:59:59Z;2025-06-30T00:00:00Z/2025-07-06T23:59:59Z;2025-07-07T00:00:00Z/2025-07-13T23:59:59Z;2025-07-14T00:00:00Z/2025-07-20T23:59:59Z;2025-07-21T00:00:00Z/2025-07-27T23:59:59Z;2025-07-28T00:00:00Z/2025-08-03T23:59:59Z;2025-08-04T00:00:00Z/2025-08-10T23:59:59Z;2025-08-11T00:00:00Z/2025-08-17T23:59:59Z;2025-08-18T00:00:00Z/2025-08-24T23:59:59Z;2025-08-25T00:00:00Z/2025-08-31T23:59:59Z;2025-09-01T00:00:00Z/2025-09-07T23:59:59Z;2025-09-08T00:00:00Z/2025-09-14T23:59:59Z;2025-09-15T00:00:00Z/2025-09-21T23:59:59Z;2025-09-22T00:00:00Z/2025-09-28T23:59:59Z;2025-09-29T00:00:00Z/2025-10-05T23:59:59Z;2025-10-06T00:00:00Z/2025-10-12T23:59:59Z;2025-10-13T00:00:00Z/2025-10-19T23:59:59Z;2025-10-20T00:00:00Z/2025-10-26T23:59:59Z;2025-10-27T00:00:00Z/2025-11-02T23:59:59Z;2025-11-03T00:00:00Z/2025-11-09T23:59:59Z;2025-11-10T00:00:00Z/2025-11-16T23:59:59Z;2025-11-17T00:00:00Z/2025-11-23T23:59:59Z;2025-11-24T00:00:00Z/2025-11-30T23:59:59Z;2025-12-01T00:00:00Z/2025-12-07T23:59:59Z;2025-12-08T00:00:00Z/2025-12-14T23:59:59Z;2025-12-15T00:00:00Z/2025-12-21T23:59:59Z;2025-12-22T00:00:00Z/2025-12-28T23:59:59Z;2025-12-29T00:00:00Z/2026-01-04T23:59:59Z;2026-01-05T00:00:00Z/2026-01-11T23:59:59Z;2026-01-12T00:00:00Z/2026-01-18T23:59:59Z;2026-01-19T00:00:00Z/2026-01-25T23:59:59Z;2026-01-26T00:00:00Z/2026-02-01T23:59:59Z;2026-02-02T00:00:00Z/2026-02-08T23:59:59Z;2026-02-09T00:00:00Z/2026-02-15T23:59:59Z;2026-02-16T00:00:00Z/2026-02-22T23:59:59Z;2026-02-23T00:00:00Z/2026-03-01T23:59:59Z;2026-03-02T00:00:00Z/2026-03-08T23:59:59Z;2026-03-09T00:00:00Z/2026-03-15T23:59:59Z;2026-03-16T00:00:00Z/2026-03-22T23:59:59Z;2026-03-23T00:00:00Z/2026-03-29T23:59:59Z;2026-03-30T00:00:00Z/2026-04-05T23:59:59Z;2026-04-06T00:00:00Z/2026-04-12T23:59:59Z;2026-04-13T00:00:00Z/2026-04-19T23:59:59Z;2026-04-20T00:00:00Z/2026-04-26T23:59:59Z;2026-04-27T00:00:00Z/2026-05-03T23:59:59Z;2026-05-04T00:00:00Z/2026-05-10T23:59:59Z;2026-05-11T00:00:00Z/2026-05-17T23:59:59Z;2026-05-18T00:00:00Z/2026-05-24T23:59:59Z;2026-05-25T00:00:00Z/2026-05-31T23:59:59Z;2026-06-01T00:00:00Z/2026-06-07T23:59:59Z;2026-06-08T00:00:00Z/2026-06-14T23:59:59Z;2026-06-15T00:00:00Z/2026-06-21T23:59:59Z
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 4;Area 4;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.836;4.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 3;Area 3;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 1;Area 1;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 7;Area 7;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 9;Area 9;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 4;Area 4;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.598;8.598;4.299;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 1;Area 1;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 2;Area 2;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 4;Area 4;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.836;4.836;4.836;4.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 7;Area 7;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 7;Area 7;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 6;Area 6;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 9;Area 9;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 7;Area 7;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Mec‡nico;Equipos;Montaje Mec‡nico - Equipos en Area 8;Area 8;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 1;Area 1;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;817;817;817;817;0;0;0;0;0;0;0;0;0;0;507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 1;Area 1;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.739;1.739;637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 1;Area 1;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 2;Area 2;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.634;1.634;1.634;1.634;2.451;2.451;2.451;2.451;3.268;3.268;3.268;3.268;3.268;3.268;1.634;1.634;1.634;1.634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 2;Area 2;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.795;5.795;5.795;5.795;5.795;5.795;4.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 2;Area 2;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;495;495;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 3;Area 3;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;817;817;817;817;817;1.634;1.634;1.634;1.634;1.634;1.634;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 3;Area 3;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.318;2.318;2.318;2.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 3;Area 3;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 4;Area 4;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;817;817;817;817;817;817;874;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 4;Area 4;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;1.739;1.739;1.739;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 4;Area 4;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;132;44;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 5;Area 5;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;817;817;817;817;817;1.634;1.634;1.634;1.634;1.634;817;817;817;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 5;Area 5;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.898;2.898;2.898;2.898;1.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 5;Area 5;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 6;Area 6;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 6;Area 6;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 6;Area 6;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Prefabricado;Montaje Ca–erias - Prefabricado en Area 7;Area 7;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.634;1.634;1.634;1.634;1.634;817;817;817;817;817;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Pulgadas Ajuste;Montaje Ca–erias - Pulgadas Ajuste en Area 7;Area 7;C4601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.898;2.898;2.898;1.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Uniones Abulonadas;Montaje Ca–erias - Uniones Abulonadas en Area 7;Area 7;C4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;PEAD;Montaje Ca–erias - PEAD en U/G;U/G;C4603;0;0;0;0;0;0;0;0;0;0;0;0;95;95;190;190;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;PEAD;Montaje Ca–erias - PEAD en Area 4;Area 4;C4604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;190;190;190;289;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Soportes;Montaje Ca–erias - Soportes en General;General;C4301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;285;194;0;0;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;Aislaci—n;Montaje Ca–erias - Aislaci—n en General;General;C4605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;548;548;548;548;0;0;0;0;0;0;0;0;0
Montaje Ca–erias;ELCI;Montaje Ca–erias - ELCI en General;General;C4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.063;0;0;0;0;0;0;0;0;0
Electricidad;PAT;Electricidad - PAT en U/G;U/G;C4401;0;0;0;0;0;0;0;0;0;0;0;0;2.101;2.101;2.101;2.101;2.101;2.101;1.164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;PAT;Electricidad - PAT en U/G;U/G;C4402;0;0;0;0;0;0;0;0;0;0;0;0;0;525;525;735;735;525;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;PAT;Electricidad - PAT en Area 6;Area 6;C4301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;PAT;Electricidad - PAT en General;General;C4301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Cables;Electricidad - Cables en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.810;16.810;16.810;8.405;8.405;8.405;8.405;8.405;8.405;2.152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Cables;Electricidad - Cables en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.405;8.405;8.405;1.303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Canalizaciones;Electricidad - Canalizaciones en General;General;C4404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.202;4.202;4.202;3.614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Canalizaciones;Electricidad - Canalizaciones en U/G;U/G;C4404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;1.576;1.576;1.576;1.576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Canalizaciones;Electricidad - Canalizaciones en General;General;C4404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.202;4.202;4.497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Otros;Electricidad - Otros en General;General;C4405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.353;2.353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Otros;Electricidad - Otros en General;General;C4405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Otros;Electricidad - Otros en General;General;C4405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.362;5.379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Electricidad;Otros;Electricidad - Otros en General;General;C4405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Cables;Instrumentos - Cables en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.748;6.748;9.177;13.495;13.495;13.495;13.495;13.495;13.495;13.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Canalizaciones;Instrumentos - Canalizaciones en General;General;C4502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.374;3.374;3.374;3.374;4.555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Canalizaciones;Instrumentos - Canalizaciones en General;General;C4404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.374;3.374;3.374;3.374;2.024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Montaje Instrumentos;Instrumentos - Montaje Instrumentos en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Montaje Instrumentos;Instrumentos - Montaje Instrumentos en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Montaje Instrumentos;Instrumentos - Montaje Instrumentos en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Montaje Instrumentos;Instrumentos - Montaje Instrumentos en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Instrumentos;Montaje Instrumentos;Instrumentos - Montaje Instrumentos en General;General;C4403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
